LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
fr,tenant.implementation_contact_initial,Initial Implementation Contact Name,Initial Implementation Contact Name,Initial Implementation Contact Name,Première mise en œuvre Contact Nom,Première mise en œuvre Contact Nom,Première mise en œuvre Contact Nom,Première mise en œuvre Contact Nom,"'tenant.implementation_contact_initial':'Première mise en œuvre Contact Nom',",
fr,tenant.label.company_code,Company Code,Company Code,Company Code,Code de l'entreprise,Code de l'entreprise,Code de l'entreprise,Code de l'entreprise,"'tenant.label.company_code':'Code de l\'entreprise',",
fr,tenant.label.company_name,Company Name,Company Name,Company Name,Nom de la compagnie,Nom de la compagnie,Nom de la compagnie,Nom de la compagnie,"'tenant.label.company_name':'Nom de la compagnie',",
fr,tenant.label.test_mode,Test Mode,Test Mode,Test Mode,Mode d'essai,Mode d'essai,Mode d'essai,Mode d'essai,"'tenant.label.test_mode':'Mode d\'essai',",
fr,tenant.new,New Tenant,New Tenant,New Tenant,Nouveau locataire,Nouveau locataire,Nouveau locataire,Nouveau locataire,"'tenant.new':'Nouveau locataire',",
fr,tenant.one,Tenant,Tenant,Tenant,Locataire,Locataire,Locataire,Locataire,"'tenant.one':'Locataire',",
fr,tenant.other,Tenants,Tenants,Tenants,locataires,locataires,locataires,locataires,"'tenant.other':'locataires',",
fr,tenant.scid,Service Channel ID,Service Channel ID,Service Channel ID,Channel Service ID,Channel Service ID,Channel Service ID,Channel Service ID,"'tenant.scid':'Channel Service ID',",
fr,tenant.search,Search Tenants,Search Tenants,Search Tenants,recherche locataires,recherche locataires,recherche locataires,recherche locataires,"'tenant.search':'recherche locataires',",
fr,tent.rentals,Tent Rentals,Tent Rentals,Tent Rentals,Tent Rentals,Tent Rentals,Tent Rentals,Tent Rentals,"'tent.rentals':'Tent Rentals',",
fr,theatre.screen.rigging,Theatre Screen Rigging,Theatre Screen Rigging,Theatre Screen Rigging,Théâtre écran Gréement,Théâtre écran Gréement,Théâtre écran Gréement,Théâtre écran Gréement,"'theatre.screen.rigging':'Théâtre écran Gréement',",
fr,thermal.imaging,Thermal Imaging,Thermal Imaging,Thermal Imaging,imagerie thermique,imagerie thermique,imagerie thermique,imagerie thermique,"'thermal.imaging':'imagerie thermique',",
fr,ticket.activity_type.assignee,Assignee Changed,Assignee Changed,Assignee Changed,Assigné à changé,Assigné à changé,Assigné à changé,Assigné à changé,"'ticket.activity_type.assignee':'Assigné à changé',",
fr,ticket.activity_type.attachment_add,Attachment Added,Attachment Added,Attachment Added,Attachment Ajouté,Attachment Ajouté,Attachment Ajouté,Attachment Ajouté,"'ticket.activity_type.attachment_add':'Attachment Ajouté',",
fr,ticket.activity_type.categories,Change Categories,Change Categories,Change Categories,Modifier les catégories,Modifier les catégories,Modifier les catégories,Modifier les catégories,"'ticket.activity_type.categories':'Modifier les catégories',",
fr,ticket.activity_type.cc_add,Add CC,Add CC,Add CC,Ajouter CC,Ajouter CC,Ajouter CC,Ajouter CC,"'ticket.activity_type.cc_add':'Ajouter CC',",
fr,ticket.activity_type.cc_remove,Remove CC,Remove CC,Remove CC,Retirer CC,Retirer CC,Retirer CC,Retirer CC,"'ticket.activity_type.cc_remove':'Retirer CC',",
fr,ticket.activity_type.comment,Comment,Comment,Comment,Commentaire,Commentaire,Commentaire,Commentaire,"'ticket.activity_type.comment':'Commentaire',",
fr,ticket.activity_type.create,Ticket Created,Ticket Created,Ticket Created,ticket Créé,ticket Créé,ticket Créé,ticket Créé,"'ticket.activity_type.create':'ticket Créé',",
fr,ticket.activity_type.prority,Change Piority,Change Piority,Change Piority,Change Piority,Change Piority,Change Piority,Change Piority,"'ticket.activity_type.prority':'Change Piority',",
fr,ticket.activity_type.status,Change Status,Change Status,Change Status,Changer le statut,Changer le statut,Changer le statut,Changer le statut,"'ticket.activity_type.status':'Changer le statut',",
fr,ticket.button.dispatch,Dispatch Work Order,Dispatch Work Order,Dispatch Work Order,Dispatch Ordre de travail,Dispatch Ordre de travail,Dispatch Ordre de travail,Dispatch Ordre de travail,"'ticket.button.dispatch':'Dispatch Ordre de travail',",
fr,ticket.continue,Continue,Continue,Continue,Continuer,Continuer,Continuer,Continuer,"'ticket.continue':'Continuer',",
fr,ticket.created,{{requester}} created this ticket {{timestamp}},_requester}} created this ticket _timestamp}},_requester_var_ created this ticket _timestamp_var_,_requester_var_ créé ce billet _timestamp_var_,_requester}} créé ce billet _timestamp}},{{requester}} créé ce billet {{timestamp}},{{requester}} créé ce billet {{timestamp}},"'ticket.created':'{{requester}} créé ce billet {{timestamp}}',",
fr,ticket.label.assignee-fullname,Assignee,Assignee,Assignee,Cessionnaire,Cessionnaire,Cessionnaire,Cessionnaire,"'ticket.label.assignee-fullname':'Cessionnaire',",
fr,ticket.label.category-name,Category,Category,Category,Catégorie,Catégorie,Catégorie,Catégorie,"'ticket.label.category-name':'Catégorie',",
fr,ticket.label.cc,CC,CC,CC,CC,CC,CC,CC,"'ticket.label.cc':'CC',",
fr,ticket.label.comment_add,Enter a comment,Enter a comment,Enter a comment,Saisissez un commentaire,Saisissez un commentaire,Saisissez un commentaire,Saisissez un commentaire,"'ticket.label.comment_add':'Saisissez un commentaire',",
fr,ticket.label.created,Created,Created,Created,Créé,Créé,Créé,Créé,"'ticket.label.created':'Créé',",
fr,ticket.label.formatted_date,Created,Created,Created,Créé,Créé,Créé,Créé,"'ticket.label.formatted_date':'Créé',",
fr,ticket.label.location-name,Location,Location,Location,Emplacement,Emplacement,Emplacement,Emplacement,"'ticket.label.location-name':'Emplacement',",
fr,ticket.label.number,Ticket Number,Ticket Number,Ticket Number,Numéro de billet,Numéro de billet,Numéro de billet,Numéro de billet,"'ticket.label.number':'Numéro de billet',",
fr,ticket.label.numberSymbol,#,#,#,#,#,#,#,"'ticket.label.numberSymbol':'#',",
fr,ticket.label.priority-name,Priority,Priority,Priority,Priorité,Priorité,Priorité,Priorité,"'ticket.label.priority-name':'Priorité',",
fr,ticket.label.request,Request,Request,Request,Demande,Demande,Demande,Demande,"'ticket.label.request':'Demande',",
fr,ticket.label.requester,Requester,Requester,Requester,demandeur,demandeur,demandeur,demandeur,"'ticket.label.requester':'demandeur',",
fr,ticket.label.status-name,Status,Status,Status,Statut,Statut,Statut,Statut,"'ticket.label.status-name':'Statut',",
fr,ticket.new,New Tickets,New Tickets,New Tickets,Nouveaux billets,Nouveaux billets,Nouveaux billets,Nouveaux billets,"'ticket.new':'Nouveaux billets',",
fr,ticket.one,Ticket,Ticket,Ticket,Billet,Billet,Billet,Billet,"'ticket.one':'Billet',",
fr,ticket.other,Tickets,Tickets,Tickets,Des billets,Des billets,Des billets,Des billets,"'ticket.other':'Des billets',",
fr,ticket.priority.emergency,Emergency,Emergency,Emergency,Urgence,Urgence,Urgence,Urgence,"'ticket.priority.emergency':'Urgence',",
fr,ticket.priority.high,High,High,High,Haute,Haute,Haute,Haute,"'ticket.priority.high':'Haute',",
fr,ticket.priority.low,Low,Low,Low,Faible,Faible,Faible,Faible,"'ticket.priority.low':'Faible',",
fr,ticket.priority.medium,Medium,Medium,Medium,Moyen,Moyen,Moyen,Moyen,"'ticket.priority.medium':'Moyen',",
fr,ticket.search,Search Tickets,Search Tickets,Search Tickets,recherche Billets,recherche Billets,recherche Billets,recherche Billets,"'ticket.search':'recherche Billets',",
fr,ticket.section.activity,Activity,Activity,Activity,Activité,Activité,Activité,Activité,"'ticket.section.activity':'Activité',",
fr,ticket.section.details,Details,Details,Details,Détails,Détails,Détails,Détails,"'ticket.section.details':'Détails',",
fr,ticket.section.location,Location,Location,Location,Emplacement,Emplacement,Emplacement,Emplacement,"'ticket.section.location':'Emplacement',",
fr,ticket.section.request,Request,Request,Request,Demande,Demande,Demande,Demande,"'ticket.section.request':'Demande',",
fr,ticket.status.cancelled,Cancelled,Cancelled,Cancelled,Annulé,Annulé,Annulé,Annulé,"'ticket.status.cancelled':'Annulé',",
fr,ticket.status.complete,Complete,Complete,Complete,Achevée,Achevée,Achevée,Achevée,"'ticket.status.complete':'Achevée',",
fr,ticket.status.deferred,Deferred,Deferred,Deferred,différé,différé,différé,différé,"'ticket.status.deferred':'différé',",
fr,ticket.status.denied,Denied,Denied,Denied,dénié,dénié,dénié,dénié,"'ticket.status.denied':'dénié',",
fr,ticket.status.draft,Draft,Draft,Draft,Brouillon,Brouillon,Brouillon,Brouillon,"'ticket.status.draft':'Brouillon',",
fr,ticket.status.in_progress,In Progress,In Progress,In Progress,En cours,En cours,En cours,En cours,"'ticket.status.in_progress':'En cours',",
fr,ticket.status.new,New,New,New,Nouveau,Nouveau,Nouveau,Nouveau,"'ticket.status.new':'Nouveau',",
fr,ticket.status.pending,Pending,Pending,Pending,en attendant,en attendant,en attendant,en attendant,"'ticket.status.pending':'en attendant',",
fr,ticket.status.solved,Solved,Solved,Solved,Résolu,Résolu,Résolu,Résolu,"'ticket.status.solved':'Résolu',",
fr,ticket.status.unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,peu satisfaisant,peu satisfaisant,peu satisfaisant,peu satisfaisant,"'ticket.status.unsatisfactory':'peu satisfaisant',",
fr,ticket.title.comment-activity,Comments and Activity,Comments and Activity,Comments and Activity,Commentaires et Activité,Commentaires et Activité,Commentaires et Activité,Commentaires et Activité,"'ticket.title.comment-activity':'Commentaires et Activité',",
fr,tiles,Tiles,Tiles,Tiles,Carrelage,Carrelage,Carrelage,Carrelage,"'tiles':'Carrelage',",
fr,training,Training,Training,Training,Entraînement,Entraînement,Entraînement,Entraînement,"'training':'Entraînement',",
fr,trench.drain,Trench Drain,Trench Drain,Trench Drain,Trench vidange,Trench vidange,Trench vidange,Trench vidange,"'trench.drain':'Trench vidange',",
fr,upholstery,Upholstery,Upholstery,Upholstery,Tapisserie,Tapisserie,Tapisserie,Tapisserie,"'upholstery':'Tapisserie',",
fr,upload.progress,Progress,Progress,Progress,Le progrès,Le progrès,Le progrès,Le progrès,"'upload.progress':'Le progrès',",
fr,utilities,Utilities,Utilities,Utilities,Utilitaires,Utilitaires,Utilitaires,Utilitaires,"'utilities':'Utilitaires',",
fr,vacuum,Vacuum,Vacuum,Vacuum,Vide,Vide,Vide,Vide,"'vacuum':'Vide',",
fr,validation.invalid,Invalid,Invalid,Invalid,Invalide,Invalide,Invalide,Invalide,"'validation.invalid':'Invalide',",
fr,validation.valid,Valid,Valid,Valid,Valide,Valide,Valide,Valide,"'validation.valid':'Valide',",
fr,vehicle.maintenance,Vehicle Maintenance,Vehicle Maintenance,Vehicle Maintenance,Maintenance du véhicule,Maintenance du véhicule,Maintenance du véhicule,Maintenance du véhicule,"'vehicle.maintenance':'Maintenance du véhicule',",
fr,vending,Vending,Vending,Vending,Vente,Vente,Vente,Vente,"'vending':'Vente',",
fr,vertical.transportation,Vertical Transportation,Vertical Transportation,Vertical Transportation,Transport Vertical,Transport Vertical,Transport Vertical,Transport Vertical,"'vertical.transportation':'Transport Vertical',",
fr,violations,Violations,Violations,Violations,violations,violations,violations,violations,"'violations':'violations',",
fr,waste.and.recycling,Waste And Recycling,Waste And Recycling,Waste And Recycling,Déchets et le recyclage,Déchets et le recyclage,Déchets et le recyclage,Déchets et le recyclage,"'waste.and.recycling':'Déchets et le recyclage',",
fr,water.conservation,Water Conservation,Water Conservation,Water Conservation,Conservation d'eau,Conservation d'eau,Conservation d'eau,Conservation d'eau,"'water.conservation':'Conservation d\'eau',",
fr,water.coolers,Water Coolers,Water Coolers,Water Coolers,Refroidisseurs d'eau,Refroidisseurs d'eau,Refroidisseurs d'eau,Refroidisseurs d'eau,"'water.coolers':'Refroidisseurs d\'eau',",
fr,water.heaters,Water Heaters,Water Heaters,Water Heaters,Chauffe-eau,Chauffe-eau,Chauffe-eau,Chauffe-eau,"'water.heaters':'Chauffe-eau',",
fr,water.installations,Water Installations,Water Installations,Water Installations,Installations d'eau,Installations d'eau,Installations d'eau,Installations d'eau,"'water.installations':'Installations d\'eau',",
fr,welding,Welding,Welding,Welding,Soudage,Soudage,Soudage,Soudage,"'welding':'Soudage',",
fr,wholesale.distributing,Wholesale Distributing,Wholesale Distributing,Wholesale Distributing,Distribution en gros,Distribution en gros,Distribution en gros,Distribution en gros,"'wholesale.distributing':'Distribution en gros',",
fr,window.cleaning,Window Cleaning,Window Cleaning,Window Cleaning,Le nettoyage des vitres,Le nettoyage des vitres,Le nettoyage des vitres,Le nettoyage des vitres,"'window.cleaning':'Le nettoyage des vitres',",
fr,work_order.button.dispatch,Create Work Order,Create Work Order,Create Work Order,Créer une commande de travail,Créer une commande de travail,Créer une commande de travail,Créer une commande de travail,"'work_order.button.dispatch':'Créer une commande de travail',",
fr,work_order.button.done,Done,Done,Done,Terminé,Terminé,Terminé,Terminé,"'work_order.button.done':'Terminé',",
fr,work_order.create.back,Back,Back,Back,Arrière,Arrière,Arrière,Arrière,"'work_order.create.back':'Arrière',",
fr,work_order.create.cancel,Cancel,Cancel,Cancel,Annuler,Annuler,Annuler,Annuler,"'work_order.create.cancel':'Annuler',",
fr,work_order.create.confirm_send,Confirm & Send,Confirm & Send,Confirm & Send,Confirmer & Envoyer,Confirmer & Envoyer,Confirmer & Envoyer,Confirmer & Envoyer,"'work_order.create.confirm_send':'Confirmer & Envoyer',",
fr,work_order.create.cost_schedule,Cost & Schedule,Cost & Schedule,Cost & Schedule,Coût et calendrier,Coût et calendrier,Coût et calendrier,Coût et calendrier,"'work_order.create.cost_schedule':'Coût et calendrier',",
fr,work_order.create.next,Next,Next,Next,Prochain,Prochain,Prochain,Prochain,"'work_order.create.next':'Prochain',",
fr,work_order.create.select_provider,Select Provider,Select Provider,Select Provider,Sélectionnez fournisseur,Sélectionnez fournisseur,Sélectionnez fournisseur,Sélectionnez fournisseur,"'work_order.create.select_provider':'Sélectionnez fournisseur',",
fr,work_order.label.approved_amount,Approved Amount,Approved Amount,Approved Amount,Montant approuvé,Montant approuvé,Montant approuvé,Montant approuvé,"'work_order.label.approved_amount':'Montant approuvé',",
fr,work_order.label.category,Category,Category,Category,Catégorie,Catégorie,Catégorie,Catégorie,"'work_order.label.category':'Catégorie',",
fr,work_order.label.cost_estimate,Cost Estimate,Cost Estimate,Cost Estimate,Prix ​​estimé,Prix ​​estimé,Prix ​​estimé,Prix ​​estimé,"'work_order.label.cost_estimate':'Prix ​​estimé',",
fr,work_order.label.gl_code,G.L. Code,G.L. Code,G.L. Code,Code de G.L.,Code de G.L.,Code de G.L.,Code de G.L.,"'work_order.label.gl_code':'Code de G.L.',",
fr,work_order.label.instructions,Additional Instructions for Provider,Additional Instructions for Provider,Additional Instructions for Provider,Instructions supplémentaires pour fournisseur,Instructions supplémentaires pour fournisseur,Instructions supplémentaires pour fournisseur,Instructions supplémentaires pour fournisseur,"'work_order.label.instructions':'Instructions supplémentaires pour fournisseur',",
fr,work_order.label.name,name,name,name,prénom,prénom,prénom,prénom,"'work_order.label.name':'prénom',",
fr,work_order.label.provider,Provider,Provider,Provider,Fournisseur,Fournisseur,Fournisseur,Fournisseur,"'work_order.label.provider':'Fournisseur',",
fr,work_order.label.reschedule,Reschedule,Reschedule,Reschedule,Replanifier,Replanifier,Replanifier,Replanifier,"'work_order.label.reschedule':'Replanifier',",
fr,work_order.label.reschedule_cancel,Cancel Reschedule,Cancel Reschedule,Cancel Reschedule,Annuler Reschedule,Annuler Reschedule,Annuler Reschedule,Annuler Reschedule,"'work_order.label.reschedule_cancel':'Annuler Reschedule',",
fr,work_order.label.scheduled_date,ETA,ETA,ETA,ETA,ETA,ETA,ETA,"'work_order.label.scheduled_date':'ETA',",
fr,work_order.label.success,Your work order has been sent!,Your work order has been sent!,Your work order has been sent!,Votre commande de travail a été envoyé!,Votre commande de travail a été envoyé!,Votre commande de travail a été envoyé!,Votre commande de travail a été envoyé!,"'work_order.label.success':'Votre commande de travail a été envoyé!',",
fr,work_order.label.time_on_site,Time on Site,Time on Site,Time on Site,Temps sur le site,Temps sur le site,Temps sur le site,Temps sur le site,"'work_order.label.time_on_site':'Temps sur le site',",
fr,work_order.label.tracking_number,Tracking Number,Tracking Number,Tracking Number,Numéro de suivi,Numéro de suivi,Numéro de suivi,Numéro de suivi,"'work_order.label.tracking_number':'Numéro de suivi',",
fr,work_order.label.tracking_tbd,Pending,Pending,Pending,en attendant,en attendant,en attendant,en attendant,"'work_order.label.tracking_tbd':'en attendant',",
fr,work_order.new,Create Work Order,Create Work Order,Create Work Order,Créer une commande de travail,Créer une commande de travail,Créer une commande de travail,Créer une commande de travail,"'work_order.new':'Créer une commande de travail',",
fr,work_order.one,Work Order,Work Order,Work Order,Ordre de travail,Ordre de travail,Ordre de travail,Ordre de travail,"'work_order.one':'Ordre de travail',",
fr,work_order.phrase.approval,{{cost}} approved by {{approver}} on {{approvedDate}},_cost}} approved by _approver}} on _approvedDate}},_cost_var_ approved by _approver_var_ on _approvedDate_var_,_cost_var_ approuvé par _approver_var_ sur _approvedDate_var_,_cost}} approuvé par _approver}} sur _approvedDate}},{{cost}} approuvé par {{approver}} sur {{approvedDate}},{{cost}} approuvé par {{approver}} sur {{approvedDate}},"'work_order.phrase.approval':'{{cost}} approuvé par {{approver}} sur {{approvedDate}}',",
fr,work_order.phrase.not_approved,Not approved,Not approved,Not approved,Non approuvé,Non approuvé,Non approuvé,Non approuvé,"'work_order.phrase.not_approved':'Non approuvé',",
fr,work_order.status.complete,Work Complete,Work Complete,Work Complete,Travailler complet,Travailler complet,Travailler complet,Travailler complet,"'work_order.status.complete':'Travailler complet',",
fr,work_order.status.invoiced,Invoiced,Invoiced,Invoiced,facturé,facturé,facturé,facturé,"'work_order.status.invoiced':'facturé',",
fr,work_order.status.new,New,New,New,Nouveau,Nouveau,Nouveau,Nouveau,"'work_order.status.new':'Nouveau',",
fr,work_order.status.on_site,On Site,On Site,On Site,Sur place,Sur place,Sur place,Sur place,"'work_order.status.on_site':'Sur place',",
fr,work_order.status.paid,Paid,Paid,Paid,Payé,Payé,Payé,Payé,"'work_order.status.paid':'Payé',",
fr,work_order.status.scheduled,Work Scheduled,Work Scheduled,Work Scheduled,Le travail programmé,Le travail programmé,Le travail programmé,Le travail programmé,"'work_order.status.scheduled':'Le travail programmé',",
fr,work_order.status.sent,Work Order Sent,Work Order Sent,Work Order Sent,Work Order Sent,Work Order Sent,Work Order Sent,Work Order Sent,"'work_order.status.sent':'Work Order Sent',",
fr,work_order.title.cost,Cost,Cost,Cost,Coût,Coût,Coût,Coût,"'work_order.title.cost':'Coût',",
fr,work_order.title.instructions,Special Instructions,Special Instructions,Special Instructions,instructions spéciales,instructions spéciales,instructions spéciales,instructions spéciales,"'work_order.title.instructions':'instructions spéciales',",
fr,work_order.title.schedule,Schedule,Schedule,Schedule,Programme,Programme,Programme,Programme,"'work_order.title.schedule':'Programme',",
